symbol,event_type,agm_date,agm_time,agm_place,agm_result,ex_date,payment_date,dividend_yield,dividend_amount,price,new_ratio,old_ratio,trading_period_end,trading_period_start,date,split_ratio
TMAS.JK,agm,2026-06-02,11:00:00,"(Kantor Perseroan - PT Temas Tbk. Jl. Yos Sudarso Kav. 33, Sunter Jaya, Tanjung Priok, Jakarta Utara); (JL. YOS Sudarso Kav. 33, Sunter Jaya, Tanjung Priok, Jakarta Utara. Kota Adm. Jakarta Utara)","Agenda #1: Shareholders approved the 2025 Annual Report and audited Financial Statements, granting full discharge to the Board of Directors and Commissioners for the 2025 fiscal year. The financial report was audited by Purwanto Susanti dan Surja.
Agenda #2: The meeting approved the distribution of Rp228.2 billion as cash dividends at Rp4 per share from the 2025 net profit, with the remaining balance kept as retained earnings.
Agenda #3: The Board of Commissioners was authorized to appoint a registered Public Accountant to audit the 2026 financial statements and determine the associated honorarium.
Agenda #4: Shareholders approved the 2026 salary and allowances for the Board of Commissioners and Directors with a maximum increase of 20% from 2025 levels.
Agenda #5: The meeting reappointed the Board of Directors until 2029 and confirmed the Board of Commissioners until 2027, naming Ricky Effendi as President Director and Harto Khusumo as President Commissioner.
Agenda #6: Shareholders approved pledging most or all of the company's assets to financial institutions to secure loan facilities for the company or its subsidiaries.
Agenda #7: The meeting approved updating the company's business activities in Article 3 of the Articles of Association to align with the 2025 Indonesia Standard Industrial Classification (KBLI).",,,,,,,,,,,
ELPI.JK,agm,2023-05-25,10:00:00,Hotel Jw Marriot Surabaya Jl. Embong Malang 85-89 Surabaya Jawa Timur,,,,,,,,,,,,
ELPI.JK,agm,2024-05-15,10:00:00,Hotel Jw Marriot Surabayajl. Embong Malang 85-89 Surabayajawa Timur,,,,,,,,,,,,
ELPI.JK,agm,2025-04-24,10:15:00,Hotel Double Tree JL Tunjungan No. 12 Surabaya,,,,,,,,,,,,
ELPI.JK,agm,2026-02-05,10:00:00,Auditorium Kantor Bei Jawa Timur Dan Zoom Meeting,,,,,,,,,,,,
ELPI.JK,agm,2026-03-09,10:00:00,"Hotel Bumi Surabaya City Resort Jl. Jenderal Basuki Rachmat No.106 - 128, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271","Agenda #1: The meeting approved the 2025 Annual Report and Financial Statements audited by Hadori, Sugiarto, Adi & Rekan and granted discharge of liability to the Board of Directors and Commissioners.
Agenda #2: Shareholders approved the allocation of Rp209.19 billion in net profit, with Rp126 billion distributed as cash dividends at Rp17 per share and the remainder as retained earnings.
Agenda #3: The Board of Directors was authorized to appoint a Public Accountant for the 2026 fiscal year audit and determine the associated fees.
Agenda #4: The meeting approved a plan to reserve 10% of the company's net profit for the fiscal year ending December 31, 2026.
Agenda #5: The company was authorized to act as a guarantor for credit facilities or financing for itself, subsidiaries, or affiliates to support business expansion and investment.
Agenda #6: Shareholders approved the issuance of up to 2,112,420,000 new shares with a nominal value of Rp100 per share through a Capital Increase with Pre-emptive Rights (PMHMETD I).
Agenda #7: The meeting approved the amendment of Article 4 paragraph 2 of the Articles of Association to reflect the capital increase resulting from the Rights Issue.
Agenda #8: The current composition of the Board of Directors and Commissioners was confirmed with terms of office active until April 2027.",,,,,,,,,,,
WBSA.JK,agm,2026-06-05,09:30:00,"Hotel Santika Kelapa Gading, Ruang Kelapa Gading 1-2 JL. Kelapa Nias Raya Blok HF 3, Kelapagading - Jakarta Utara 14240","Agenda #1: Shareholders approved the 2025 Annual Report and Financial Statements audited by Purwanto Susanti dan Surja, granting the Board of Directors and Commissioners a full discharge of responsibility.
Agenda #2: The meeting approved the 2025 net profit of Rp 45,317,490,000 to be recorded entirely as retained earnings, with no cash dividends distributed for the fiscal year.
Agenda #3: Shareholders authorized the Board of Commissioners to appoint a registered Public Accountant to audit the 2026 financial statements and determine the associated honorarium.
Agenda #4: Authority was delegated to the Board of Commissioners to determine the 2026 remuneration, honorarium, and facilities for both the Board of Commissioners and Directors.
Agenda #5: This item served as a formal report regarding the accountability of funds used from the Initial Public Offering, and no formal resolution was required.
Agenda #6: Shareholders approved changing the company's legal status from a Foreign Investment Company (PMA) to a Domestic Investment Company (PMDN) and authorized the Directors to handle necessary legal documentation.",,,,,,,,,,,
SMDR.JK,agm,2022-06-29,10:00:00,"Dibatalkansoehanna Hall, The Energy Building, 2Nd Floorscbd Lot 11 Ajl. Jend. Sudirman Kav. 52-53Jakarta Selatan 12190",,,,,,,,,,,,
SMDR.JK,agm,2022-11-09,10:00:00,"Soehanna Hall, The Energy Building, 2Nd Floorscbd Lot 11 Ajl. Jend. Sudirman Kav. 52-53Jakarta Selatan 12190",,,,,,,,,,,,
SMDR.JK,agm,2023-06-28,10:00:00,"The St. Regis Rajawali Placejl. H. R. Rasuna Said Blok Kav. B/4Kec. Setiabudi, Jakarta Selatan",,,,,,,,,,,,
SMDR.JK,agm,2024-06-26,11:00:00,"The St. Regis Jakarta Rajawali Place, Astor Ballroom Jl. H. R. Rasuna Said Kav. B/4 Jakarta Selatan",,,,,,,,,,,,
SMDR.JK,agm,2025-06-30,10:30:00,"Gedung Samudera Kirana Lantai 2, Amanah Kirana Jl. Yos Sudarso No. 88 Sunter Jaya, Jakartautara 14350",,,,,,,,,,,,
SMDR.JK,agm,2026-06-24,11:00:00,,"Agenda #1: Approval of the Annual Report and ratification of the consolidated financial statements for fiscal year 2025, with full release of responsibility to Directors and Commissioners. Approved with 99.993% votes in favor, quorum 100%; auditor was Purwanto Susanti & Surja (EY member firm), report dated 30 March 2026.
Agenda #2: Determination of use of company profits for fiscal year 2025, approving a total cash dividend of Rp196,507,200,000 (Rp12.00 per share), comprising an interim dividend of Rp2.50 per share (paid 29 August 2025) and a final dividend of Rp9.50 per share, with remaining profit as retained earnings. Approved with 99.962% votes in favor, quorum 100%; no mandatory reserve set aside.
Agenda #3: Appointment of Public Accountant to audit the financial statements for fiscal year 2026, delegating authority to the Board of Commissioners to appoint the firm and determine audit fees. Approved with 99.392% votes in favor, quorum 100%.
Agenda #4: Determination of salary and benefits for Directors and honorarium for the Board of Commissioners, setting a maximum honorarium of Rp16,000,000,000 (before tax) for 2026 and authorizing the Board of Commissioners to distribute it and set Director remuneration. Approved with 99.396% votes in favor, quorum 100%.
Agenda #5: Ratification of the report on use of proceeds from the Sustainable Public Offering Sukuk Ijarah Berkelanjutan I Samudera Indonesia Phase II Year 2025. This was a reporting item only, with no voting; result marked ""Setuju"" (approved as reporting item), quorum 100% with 0 votes for setuju/tidak setuju/abstain.
Agenda #6: Approval of amendment to the Articles of Association to align with BPS Regulation No. 7 of 2025 (KBLI 2025), updating Article 3 to specify main business activity as domestic sea transport for general goods (KBLI 2025 No. 50121) and supporting activities. Approved with 96.823% votes in favor, 3.177% not approve, 0.004% abstain, quorum 100%; authority delegated to Directors to execute the amendment.",,,,,,,,,,,
HATM.JK,agm,2022-10-07,09:00:00,"Harris Suites, Efficient Room, Lt. 1Jl. Lingkar Luar, Puri Mansion Estate Kembanganjakarta Barat 11610",,,,,,,,,,,,
HATM.JK,agm,2023-06-07,13:30:00,"Veranda Hotel, Pakubowonojl. Kyai Maja No. 63, Kebayoran Barujakarta Selatan",,,,,,,,,,,,
HATM.JK,agm,2024-03-15,09:00:00,"Harris Suites Puri Mansion Jakartajl. Lingkar Luar Puri Mansion Estatekembangan, Jakarta Barat – 11610, Dki Jakarta, kota Adm. Jakarta Barat",,,,,,,,,,,,
HATM.JK,agm,2024-12-18,13:00:00,"Robusta Room, Hotel Neo Puri Indah, Jl. Kembangan Raya No. 8, Kembangan Utara, Kecamatankembangan, Jakarta Barat",,,,,,,,,,,,
HATM.JK,agm,2025-03-18,09:00:00,"Ruang Walnut 5, Brits Hotel Puri Indah, Jl. Kembang Abadi Utama No.1 Blok A1, Rt.1/Rw.8, Kembangan Selatan, Kecamatan Kembangan, Jakarta Barat Kota Adm. Jakarta Barat Dki. Jakarta",,,,,,,,,,,,
HATM.JK,agm,2025-04-18,10:30:00,"Ruang Walnut 5, Brits Hotel Puri Indah, Jl. Kembang Abadi Utama No.1 Blok A1, Rt.1/Rw.8, Kembangan Selatan, Kecamatan Kembangan, Jakarta Barat",,,,,,,,,,,,
HATM.JK,agm,2026-06-09,09:00:00,"Wisma Habco, Tower Tama, JL. Panjang Arteri Kelapa DUA Raya NO 17, Rt/Rw 001/03, Kelurahankelapa Dua, Kecamatan Kebon Jeruk, Jakarta Barat 11550 Kota Adm. Jakarta Barat Dki. Jakarta","Agenda #1: The meeting approved the 2025 Annual Report and audited Financial Statements by KAP Gideon Adi dan Rekan, granting full discharge to the Boards. The decision was made on June 9, 2026, with 100% approval from the present quorum.
Agenda #2: Shareholders approved the allocation of Rp97.13 billion in net profit, designating Rp16.8 billion for reserves and Rp17.36 billion as cash dividends at Rp2 per share. The remaining balance will be recorded as retained earnings.
Agenda #3: Authority was delegated to the Board of Commissioners to determine the salaries and allowances for the Board of Directors and Commissioners for the 2026 fiscal year. This follows recommendations from the Nomination and Remuneration Committee.
Agenda #4: The Board of Commissioners was authorized to appoint an OJK-registered Public Accounting Firm to audit the 2026 fiscal year. The Board of Directors was authorized to set the honorarium and terms for the appointment.
Agenda #5: Koay Teik Soon was appointed as a new Independent Commissioner, and the board composition was updated for a term ending in 2027. The Board of Directors was granted the power and authority to manage all actions regarding these changes.
Agenda #6: Shareholders approved amending Article 3 of the Articles of Association to comply with the 2025 Indonesian Standard Classification of Business Fields (KBLI). The Board of Directors was granted power of attorney to execute and implement these changes.
Agenda #7: The company presented a report regarding the realization of the use of proceeds from the Rights Issue (PMHMETD I). No formal decision was required or taken for this agenda item.",,,,,,,,,,,
HATM.JK,agm,2026-08-21,09:00:00,"Wisma Habco, Tower Tama, LT. 7 JL. Panjang Arteri Kelapa DUA Raya NO 17, Rt/Rw 001/03, Kelurahan Kelapa Dua, Kecamatan Kebon Jeruk, Kota Adm. Jakarta Barat Dki. JAKARTA","Agenda #1: Approval of Increase in Issued and Paid-Up Capital through Private Placement Without Pre-emptive Rights (PMTHMETD). The shareholders approved the capital increase of up to 868,000,000 shares (maximum 10% of issued and paid-up capital) to be carried out by PT MULTI SARANA NASIONAL, approved the amendment to Article 4 paragraph (2) of the Articles of Association, and granted authority to the Board of Directors to execute all necessary actions, with all shareholders present (71.086% quorum) voting in favor.",,,,,,,,,,,
BIRD.JK,agm,2022-06-23,14:00:00,"Gedung Baru Bluebird, Lantai 2Ruang 5 & 6Jalan Mampang Prapatan Raya NO 60, Jakarta",,,,,,,,,,,,
BIRD.JK,agm,2022-11-10,14:00:00,"Gedung Baru Bluebird, Lantai 2Ruang 5 & 6Jalan Mampang Prapatan Raya NO 60, Jakarta Selatan",,,,,,,,,,,,
BIRD.JK,agm,2023-06-22,14:00:00,"Gedung Baru Bluebird, Lantai 2Ruang 5 & 6Jalan Mampang Prapatan Raya NO 60, Jakarta Selatan",,,,,,,,,,,,
BIRD.JK,agm,2024-06-13,14:00:00,"Gedung Baru Bluebird, Lantai 2Ruang 5 & 6Jalan Mampang Prapatan Raya NO 60, Jakarta Selatan",,,,,,,,,,,,
BIRD.JK,agm,2026-06-18,14:00:00,"Kantor Pusat Bluebird, Jalan Mampang Prapatan Raya NO. 60, Jakarta Selatan 12790 Kotaadm. Jakarta Selatan","Agenda #1: The meeting approved the 2025 Annual Report and ratified the consolidated financial statements for the year ending December 31, 2025. It also granted a full discharge of liability to the Board of Directors and Board of Commissioners for their management and supervision during that period.
Agenda #2: Shareholders approved the proposed allocation and use of the company's net profit earned during the 2025 fiscal year.
Agenda #3: The meeting approved the appointment of an independent auditor for the 2026 financial year and authorized the Board of Commissioners to set the associated honorarium.
Agenda #4: The meeting approved changes to the company's leadership, confirming a board structure with Adrianto Djokosoetono as President Director and Bayu Priawan Djokosoetono as President Commissioner. The terms of office for the board members were set to end in 2028 or 2029.
Agenda #5: Shareholders approved the determination of remuneration and benefits for the members of the company's Board of Directors and Board of Commissioners.",,,,,,,,,,,
ASSA.JK,agm,2022-07-21,14:00:00,"Hotel Harris - Kelapa Gading, Jakartautara",,,,,,,,,,,,
ASSA.JK,agm,2023-06-28,14:00:00,"Harris Hotel Kelapa Gading & Convention Winky Room Lt.5, Jl. Boulevard Barat Raya No.13, Kel. Kelapa Gading Timur, Jakarta Utara",,,,,,,,,,,,
ASSA.JK,agm,2024-06-26,16:15:00,Zoom Meeting,,,,,,,,,,,,
ASSA.JK,agm,2025-06-24,,,,,,,,,,,,,,
ASSA.JK,agm,2026-06-17,15:30:00,"Ruang Kelapa Gading 3-5 Lantai 5 - Hotel Santika Kelapa Gading, Jl. Raya Kelapa Nias, Rt.8 Rw.6, Kelapa Gading Barat, Jakarta Utara, 14240","Agenda #1: Shareholders approved the 2025 Annual Report and audited Financial Statements, granting full discharge to the Board of Directors and Commissioners for the 2025 fiscal year.
Agenda #2: The meeting approved the allocation of Rp417.7 billion in net profit, including a final cash dividend of Rp30 per share and a Rp1 billion general reserve.
Agenda #3: Authority was granted to appoint a registered Public Accounting Firm to audit the company's records for the 2026 fiscal year and determine their honorarium.
Agenda #4: The Board of Commissioners was authorized to set 2026 honorariums for themselves up to Rp1.1 billion and to determine the remuneration for the Board of Directors.
Agenda #5: Shareholders approved using company assets, including land, buildings, and vehicles, as collateral for loans from financial institutions and authorized the Board of Directors to execute related documents.
Agenda #6: The meeting approved adding four new business activities—Computer Programming, Software Publishing, IoT Consulting, and Data Communication Services—to align with BPS Regulation No. 7/2025. This approval includes amending Article 3 of the Articles of Association based on a feasibility study dated May 6, 2026.
Agenda #7: Shareholders accepted the resignation of Shanti Lasminingsih Poesposoetjipto and appointed Mock Pack Kay as Independent Commissioner for a term ending in 2027.",,,,,,,,,,,
IMJS.JK,agm,2022-07-27,13:00:00,Wisma Indomobil I Lantai 13Jl. Mt Haryono Kav. 11Jakarta Timur 13330,,,,,,,,,,,,
IMJS.JK,agm,2023-06-26,13:00:00,Indomobil Tower Lt. 13Jl. M. T. Haryono Kav. 11Jakarta Timur 13330,,,,,,,,,,,,
IMJS.JK,agm,2024-06-20,,,,,,,,,,,,,,
IMJS.JK,agm,2025-04-14,11:00:00,Diselenggarakan Secara Elektronik,,,,,,,,,,,,
IMJS.JK,agm,2025-08-28,10:00:00,"Indomobil Tower Lantai 13, Jl. Mt Haryono Kav. 11, Jakarta Timur 13330 Kotaadm. Jakarta Timur",,,,,,,,,,,,
IMJS.JK,agm,2025-12-10,14:00:00,Diselenggarakan Secara Elektronik,,,,,,,,,,,,
IMJS.JK,agm,2026-06-29,11:00:00,"Indomobil Tower Lantai 13, JL. MT Haryono Kav. 11, Jakarta Timur 13330 Dki. Jakarta / Kota Adm. Jakarta Timur","Agenda #1: Approval of the Annual Report and Financial Statements for fiscal year 2025, including the Directors' Annual Report, the Board of Commissioners' supervisory report, and the audited consolidated financial statements, granting full acquit et de charge to all Directors and Commissioners. Approved with 99.972% of votes in favor at a 92.66% quorum; the financial statements were audited by Purwanto Susanti and Surja and submitted to OJK and the Indonesia Stock Exchange on 30 March 2026.
Agenda #2: Determination of the use of the 2025 net profit, approving the allocation of Rp100,000,000 as a reserve fund and the distribution of Rp3,797,241,875 as cash dividends for 10,849,262,500 shares, with the remaining profit used as working capital. Dividend payment will be made via securities accounts at PT Kustodian Sentral Efek Indonesia; approved with 99.972% of votes in favor at a 92.66% quorum.
Agenda #3: Appointment of a Public Accounting Firm for the 2026 fiscal year, delegating authority to the Board of Commissioners to select and appoint a firm that is internationally affiliated and OJK-registered, and to determine the honorarium and other requirements. Approved with 99.972% of votes in favor at a 92.66% quorum.
Agenda #4: Determination of remuneration policy for Directors and Commissioners, approving total annual remuneration of Rp5,000,000,000 for all Directors and Commissioners until the next shareholders' meeting, and delegating authority to the Board of Commissioners to set the details and other facilities. Approved with 99.972% of votes in favor at a 92.66% quorum.
Agenda #5: Approval of the accountability report for the realization of proceeds from the Fourth Limited Public Offering with Pre-emptive Rights. Approved with 99.972% of votes in favor at a 92.66% quorum.",,,,,,,,,,,
BLOG.JK,agm,2026-06-02,10:00:00,"Vivere Hotel, Artotel Curated LT. 8 Meeting Room Jati & Eboni South78, JL. Gading Serpongboulevard Blok O NO. 7 & 8, Curug Sangereng, Kecamatan Kelapa Dua, Kabupatentangerang, Banten 15334","Agenda #1: Shareholders approved the 2025 Annual Report and audited Financial Statements, granting full discharge of liability to the Board of Directors and Commissioners for the 2025 fiscal year.
Agenda #2: The meeting approved a cash dividend of Rp21 per share totaling Rp70,969,231,200 and allocated Rp1 billion to reserve funds, with the remainder as retained earnings.
Agenda #3: Tanubrata Sutanto Fahmi Bambang & Rekan and Foreman Ronni Boy Pangaribuan were appointed to audit the 2026 financial statements.
Agenda #4: The Board of Commissioners was authorized to set 2026 compensation for Directors and Commissioners, with a maximum of Rp1 billion allocated for the Commissioners.
Agenda #5: The meeting accepted the report confirming that all proceeds from the Initial Public Offering have been fully utilized.
Agenda #6: Shareholders approved updating the company's business objectives and activities to align with the 2025 Indonesian Standard Industrial Classification (KBLI).
Agenda #7: Maickel Tilon was appointed as President Director and Wanny Wijaya as Director for the term of March 18, 2025, to March 18, 2030.
Agenda #8: The Board of Commissioners was established for the 2025-2030 term, including Budiyanto Djoko Susanto as President Commissioner, Doddy Surja Bajuadji as Commissioner, and Wiwiek Dianawati Santoso as Independent Commissioner.",,,,,,,,,,,
TMAS.JK,dividend,,,,,2026-06-11,2026-07-03,,4.0,,,,,,,
TMAS.JK,dividend,,,,,2024-04-16,2024-04-30,0.0521567,8.0,,,,,,,
TMAS.JK,dividend,,,,,2022-12-22,2023-01-09,0.253684,5.228,,,,,,,
TMAS.JK,dividend,,,,,2025-04-11,2025-04-25,0.0301511,4.0,,,,,,,
TMAS.JK,dividend,,,,,2023-04-28,2023-05-12,0.0343976,8.0,,,,,,,
TMAS.JK,dividend,,,,,2022-06-20,2022-07-13,0.31924,6.579,,,,,,,
TMAS.JK,dividend,,,,,2022-01-07,2022-01-27,0.106025,2.185,,,,,,,
TMAS.JK,dividend,,,,,2021-06-22,2021-07-15,1.24202,4.382,,,,,,,
TMAS.JK,dividend,,,,,2020-07-06,2020-07-24,0.345276,0.36,,,,,,,
ELPI.JK,dividend,,,,,2024-05-28,2024-06-14,0.0199639,6.3,,,,,,,
ELPI.JK,dividend,,,,,2023-06-07,2023-06-27,0.0169699,4.18,,,,,,,
ELPI.JK,dividend,,,,,2025-05-06,2025-05-23,0.0323721,13.5,,,,,,,
SMDR.JK,dividend,,,,,2026-08-10,2026-08-28,,2.5,,,,,,,
SMDR.JK,dividend,,,,,2024-08-08,2024-08-28,0.00625627,2.0,,,,,,,
SMDR.JK,dividend,,,,,2023-07-11,2023-07-31,0.0831796,30.0,,,,,,,
SMDR.JK,dividend,,,,,2022-08-10,2022-08-31,0.0230769,10.0,,,,,,,
SMDR.JK,dividend,,,,,2022-07-08,2022-07-29,0.0230769,10.0,,,,,,,
SMDR.JK,dividend,,,,,2021-07-09,2021-07-30,0.0177027,2.0,,,,,,,
SMDR.JK,dividend,,,,,2020-07-09,2020-07-30,0.0359197,1.6,,,,,,,
SMDR.JK,dividend,,,,,2024-07-05,2024-07-26,0.0375376,12.0,,,,,,,
SMDR.JK,dividend,,,,,2026-07-03,2026-07-24,,9.5,,,,,,,
SMDR.JK,dividend,,,,,2025-07-09,2025-07-30,0.0302832,9.0,,,,,,,
SMDR.JK,dividend,,,,,2025-08-08,2025-08-29,0.00841199,2.5,,,,,,,
SMDR.JK,dividend,,,,,2023-08-09,2023-08-30,0.0110906,4.0,,,,,,,
HATM.JK,dividend,,,,,2026-06-19,2026-07-08,,2.0,,,,,,,
HATM.JK,dividend,,,,,2024-03-26,2024-04-03,0.0213684,5.66,,,,,,,
HATM.JK,dividend,,,,,2023-06-16,2023-07-07,0.0156483,4.07,,,,,,,
BIRD.JK,dividend,,,,,2023-07-06,2023-07-21,0.0377584,72.0,,,,,,,
BIRD.JK,dividend,,,,,2022-07-04,2022-07-22,0.041285,60.0,,,,,,,
BIRD.JK,dividend,,,,,2021-09-07,2021-09-24,0.0275077,36.0,,,,,,,
BIRD.JK,dividend,,,,,2024-06-26,2024-07-12,0.0519893,91.0,,,,,,,
BIRD.JK,dividend,,,,,2026-06-29,2026-07-10,,166.0,,,,,,,
BIRD.JK,dividend,,,,,2025-07-01,2025-07-11,0.0691837,120.0,,,,,,,
ASSA.JK,dividend,,,,,2025-07-04,2025-07-25,0.037013,30.0,,,,,,,
ASSA.JK,dividend,,,,,2025-11-14,2025-11-21,0.0246754,20.0,,,,,,,
ASSA.JK,dividend,,,,,2026-06-26,2026-07-17,,30.0,,,,,,,
ASSA.JK,dividend,,,,,2024-11-15,2024-11-22,0.0267087,20.0,,,,,,,
ASSA.JK,dividend,,,,,2024-07-05,2024-07-26,0.0267087,20.0,,,,,,,
IMJS.JK,dividend,,,,,2025-04-24,2025-05-16,0.00161942,0.35,,,,,,,
IMJS.JK,dividend,,,,,2026-07-08,2026-07-31,,0.35,,,,,,,
IMJS.JK,dividend,,,,,2024-07-01,2024-07-24,0.0036128,0.75,,,,,,,
IMJS.JK,dividend,,,,,2022-08-05,2022-08-26,0.00072195,0.25,,,,,,,
IMJS.JK,dividend,,,,,2021-07-07,2021-07-30,0.000641992,0.25,,,,,,,
IMJS.JK,dividend,,,,,2023-07-10,2023-08-02,0.00153225,0.5,,,,,,,
BLOG.JK,dividend,,,,,2026-06-11,2026-07-03,,21.0,,,,,,,
GIAA.JK,right_issue,,,,,2022-12-13,,,,196.0,24418300.0,10000000.0,2022-12-22,2022-12-16,,
ELPI.JK,right_issue,,,,,2026-05-04,,,,350.0,57.0,200.0,2026-05-13,2026-05-07,,
ELPI.JK,right_issue,,,,,2026-07-07,,,,350.0,57.0,200.0,2026-07-16,2026-07-10,,
HATM.JK,right_issue,,,,,2025-06-10,,,,320.0,6.0,25.0,2025-06-19,2025-06-13,,
ASSA.JK,right_issue,,,,,2021-07-13,,,,1200.0,80.0,453.0,2021-07-23,2021-07-16,,
IMJS.JK,right_issue,,,,,2017-12-12,,,,500.0,4.0,25.0,2017-12-22,2017-12-18,,
IMJS.JK,right_issue,,,,,2019-01-02,,,,700.0,3.0,20.0,2019-01-15,2019-01-07,,
IMJS.JK,right_issue,,,,,2020-08-11,,,,230.0,1.0,2.0,2020-08-25,2020-08-14,,
IMJS.JK,right_issue,,,,,2025-12-09,,,,230.0,35.0,138.0,2025-12-18,2025-12-12,,
TMAS.JK,stock_split,,,,,,,,,,,,,,2023-05-23,10.0
TMAS.JK,stock_split,,,,,,,,,,,,,,2019-07-18,5.0
SMDR.JK,stock_split,,,,,,,,,,,,,,2023-01-31,5.0
SMDR.JK,stock_split,,,,,,,,,,,,,,2017-08-04,20.0
